ip,app,device,os,channel,hour,day,minute,dayofweek,ip_click_count,app_click_count,device_click_count,os_click_count,channel_click_count,ip_hour_click_count,ip_app_click_count,ip_device_click_count,ip_channel_click_count,ip_unique_apps,ip_unique_devices,ip_unique_os,ip_unique_channels,time_since_prev_click_sec,very_fast_repeat_click,anomaly_score,anomaly_flag,conversion_probability,low_quality_score,anomaly_score_scaled,risk_score,decision
61315,24,1,19,105,16,6,7,0,93,7394,467914,120453,6214,93,40,93,40,11,1,1,13,0.0,1,-0.13236902978313225,0,0.0021311135,0.9978689,0.30595591260236304,0.7902949768103414,monitor
122034,18,1,2,107,16,6,3,0,6,38763,467914,1501,14818,6,3,6,3,4,1,3,3,67.0,0,-0.19413942453729638,0,0.008092134,0.9919079,0.14444753539626046,0.7376697808863647,monitor
90402,15,1,13,278,16,6,3,0,24,56109,467914,110115,1107,24,2,24,1,12,1,3,19,1.0,1,-0.22892699501296981,0,0.01895852,0.9810415,0.05348998078082417,0.7027760081540776,monitor
60725,26,1,22,266,16,6,3,0,99,3946,467914,18179,1580,99,1,92,1,19,2,16,37,1.0,1,-0.17636119941543105,0,0.030048525,0.96995145,0.19093149102686083,0.7362454330830521,monitor
31362,8,1,6,145,16,6,1,0,57,32361,467914,12778,31640,57,3,57,3,16,1,5,32,-1.0,0,-0.17440640909496685,0,0.07523593,0.92476404,0.19604259665752521,0.7061475930689128,monitor
166634,18,1,41,121,16,6,1,0,48,38763,467914,6222,18947,48,16,48,16,3,1,1,2,44.0,0,-0.14283605856358045,0,0.0006290663,0.99937093,0.27858822555377416,0.7831360966296027,monitor
133528,15,1,13,245,16,6,6,0,7,56109,467914,110115,42657,7,2,7,4,4,1,2,3,0.0,1,-0.21078124253136282,0,0.07551972,0.92448026,0.10093489428917418,0.6774166200773711,monitor
119818,2,1,19,469,16,6,8,0,143,53879,467914,120453,4406,143,50,142,2,20,2,12,41,0.0,1,-0.1593294694600616,0,0.0009708822,0.9990291,0.23546361806039978,0.769959461337462,monitor
181044,3,1,18,280,16,6,5,0,11,65991,467914,24717,22283,11,1,11,1,7,1,1,7,0.0,1,-0.2331973530863864,0,0.047637865,0.9523621,0.042324460384340123,0.6793507924190435,monitor
191863,1,1,27,134,16,6,6,0,265,19091,467914,4273,43940,264,32,255,52,19,3,14,47,1.0,1,-0.0885499707353189,0,0.0076808627,0.99231917,0.42052770942633644,0.8207817235296526,block
26315,28,1,19,135,16,6,8,0,12,2411,467914,120453,7919,12,1,12,1,9,1,1,11,2.0,1,-0.2000106972662416,0,0.080403835,0.9195962,0.12909617275141574,0.6824462004010168,monitor
188387,2,1,19,477,16,6,8,0,908,53879,467914,120453,20041,908,143,703,77,26,3,34,70,2.0,1,-0.042768608006047426,0,0.00019137838,0.9998086,0.5402302567407217,0.8619350738598325,block
53454,15,1,19,111,16,6,3,0,1569,56109,467914,120453,1081,1569,197,1424,8,37,4,49,81,0.0,1,0.005104713239142633,1,0.001069081,0.99893093,0.6654025574285984,0.8988724189924955,block
68123,12,1,47,481,16,6,1,0,48,69497,467914,2519,1231,48,7,45,1,16,3,7,31,9.0,0,-0.15799911088477814,0,0.0025977397,0.99740225,0.23894204903775354,0.7698641842875895,monitor
204437,3,1,19,442,16,6,8,0,19,65991,467914,120453,10237,19,3,18,1,9,2,7,12,0.0,1,-0.21565591583002447,0,0.05255933,0.9474407,0.08818929703323812,0.6896652737596296,monitor
180759,6,1,19,459,16,6,7,0,2,10944,467914,120453,10801,2,1,2,2,2,1,1,1,3.0,1,-0.1872066941407452,0,0.10030605,0.89969397,0.16257424545551452,0.67855804977496,monitor
151574,12,1,19,265,16,6,3,0,215,69497,467914,120453,11005,215,35,194,4,18,2,23,49,1.0,1,-0.15099016978775026,0,0.0011682893,0.9988317,0.25726802391648496,0.7763625599230534,monitor
64639,15,1,18,245,16,6,2,0,65,56109,467914,24717,42657,65,8,58,8,14,2,11,19,2.0,1,-0.20205719319054127,0,0.012442182,0.9875578,0.12374528844821543,0.7284140843143108,monitor
43793,15,2,15,245,16,6,3,0,715,56109,26018,11772,42657,715,105,63,109,28,4,34,69,1.0,1,-0.004545215837401417,0,0.00022171446,0.9997783,0.6401713056046565,0.8918961692654729,block
58453,15,1,19,3,16,6,9,0,34,56109,467914,120453,2921,34,8,28,3,10,2,10,16,59.0,0,-0.16884615684767607,0,0.0052878084,0.9947122,0.21058074751264794,0.7594727638923137,monitor
181542,9,1,14,134,16,6,6,0,18,59537,467914,7316,43940,18,7,18,3,6,1,1,10,1.0,1,-0.21250416524084426,0,0.024617177,0.9753828,0.09643004286370828,0.7116969405057495,monitor
132967,6,1,19,459,16,6,1,0,16,10944,467914,120453,10801,16,1,16,2,10,1,1,11,2.0,1,-0.21453009169650977,0,0.07565288,0.9243471,0.09113294065972097,0.6743828719287512,monitor
32526,12,1,12,328,16,6,4,0,48,69497,467914,5578,4172,48,10,48,3,13,1,8,28,0.0,1,-0.22080548264891658,0,0.0023681736,0.99763185,0.07472494758972756,0.7207597479754961,monitor
4643,18,3032,607,107,16,6,9,0,21,38763,4083,4375,14818,21,6,5,5,11,2,2,15,43.0,0,-0.10763366385672679,0,0.0007349947,0.999265,0.37063040312929235,0.8106746017241576,block
88255,25,1,19,259,16,6,1,0,35,7340,467914,120453,24335,35,6,35,6,11,1,3,18,0.0,1,-0.20713571215132504,0,0.04039171,0.9596083,0.11046670476373421,0.7048658210032475,monitor
63091,9,1,13,134,16,6,5,0,34,59537,467914,110115,43940,34,7,31,8,11,2,5,15,1.0,1,-0.21347279551647164,0,0.11472234,0.8852776,0.09389740721273193,0.6478635743137829,monitor
177734,24,1,20,105,16,6,2,0,156,7394,467914,11883,6214,156,28,156,24,9,1,1,9,0.0,1,-0.13776716022072016,0,0.0014707064,0.9985293,0.29184165462503453,0.7865229930420209,monitor
73516,9,2,11,234,16,6,6,0,3133,59537,26018,3272,2887,3133,425,401,124,32,7,53,86,0.0,1,0.09670424460354377,1,0.001096647,0.99890333,0.904903886866138,0.9707035059188502,block
81613,2,1,19,219,16,6,2,0,62,53879,467914,120453,3865,62,21,57,2,15,2,9,30,1.0,1,-0.2024255101558134,0,0.00434796,0.995652,0.12278226602306626,0.7337910759098252,monitor
54039,9,1,14,442,16,6,0,0,9,59537,467914,7316,10237,8,2,9,1,6,1,4,8,1.0,1,-0.22029235878427378,0,0.056420285,0.94357973,0.07606659034616464,0.6833258083454571,monitor
124985,2,1,17,205,16,6,6,0,51,53879,467914,26717,10651,51,22,27,22,14,2,12,18,46.0,0,-0.15761954686036372,0,0.0027096597,0.9972903,0.23993447866157197,0.7700835330668554,monitor
120334,15,1,19,245,16,6,3,0,27,56109,467914,120453,42657,27,4,27,7,6,1,5,11,0.0,1,-0.2178904264633451,0,0.018737245,0.98126274,0.08234681880926548,0.7115879720343812,monitor
29377,9,1,8,232,16,6,6,0,99,59537,467914,15263,3312,99,14,88,2,20,2,11,42,0.0,1,-0.20531368740104927,0,0.07469837,0.9253016,0.1152306740052705,0.6822803003957034,monitor
73100,9,1,8,232,16,6,2,0,85,59537,467914,15263,3312,85,15,85,6,19,1,6,38,0.0,1,-0.20800961774677196,0,0.023258215,0.9767418,0.10818174163352125,0.7161737402673085,monitor
42354,12,1,13,178,16,6,5,0,3,69497,467914,110115,21830,3,1,3,1,3,1,1,3,0.0,1,-0.214776422222283,0,0.008881302,0.99111867,0.09048887089730008,0.7209297060842536,monitor
208665,8,1,19,145,16,6,3,0,8,32361,467914,120453,31640,8,3,8,3,5,1,1,5,1.0,1,-0.21462769407607823,0,0.4473623,0.5526377,0.09087774394293953,0.4141097165296684,allow
81167,12,1,19,245,16,6,3,0,50,69497,467914,120453,42657,50,9,50,14,8,1,4,15,0.0,1,-0.19927492720593332,0,0.0018739902,0.99812603,0.1310199588776039,0.7379941967201354,monitor
172522,14,1,16,463,16,6,2,0,159,17431,467914,9294,1923,157,9,140,1,25,4,21,52,0.0,1,-0.13757982743606406,0,0.007907164,0.99209285,0.29233146554768963,0.7821644212202457,monitor
164247,12,1,19,265,16,6,6,0,16,69497,467914,120453,11005,16,3,16,2,8,1,1,9,91.0,0,-0.18052609222523608,0,0.018132143,0.98186785,0.180041726089692,0.7413199948242831,monitor
195729,28,1,19,135,16,6,4,0,52,2411,467914,120453,7919,52,1,52,2,17,1,5,26,5.0,1,-0.19133835429716806,0,0.040927842,0.9590722,0.151771372498547,0.7168819504801854,monitor
95766,12,1,13,245,16,6,3,0,1062,69497,467914,110115,42657,1062,146,962,119,30,5,40,76,1.0,1,0.0032365107543395055,1,0.0025591103,0.9974409,0.6605178492635657,0.8963639848640612,block
21271,15,1,13,245,16,6,7,0,8,56109,467914,110115,42657,8,1,8,1,7,1,1,6,104.0,0,-0.1629945718115231,0,0.028601997,0.971398,0.22588063359940258,0.7477427991649038,monitor
72248,3,1,19,280,16,6,6,0,29,65991,467914,120453,22283,29,4,29,2,11,1,4,17,21.0,0,-0.21136171952864846,0,0.093599275,0.90640074,0.09941714621244273,0.6643056798477721,monitor
114597,2,1,17,477,16,6,7,0,14,53879,467914,26717,20041,14,1,14,1,7,1,5,10,79.0,0,-0.18640118368200564,0,0.0050157807,0.9949842,0.16468037878251254,0.7458930305086856,monitor
143838,3,1,13,409,16,6,9,0,17,65991,467914,110115,3343,17,4,17,2,10,1,1,13,0.0,1,-0.2175639714564337,0,0.026158271,0.9738417,0.083200386584037,0.706649318760703,monitor
5314,9,1,19,134,16,6,4,0,1733,59537,467914,120453,43940,1732,199,1541,147,38,6,51,78,0.0,1,0.05130201183430538,1,0.0076702326,0.9923298,0.7861926342462233,0.9304886515562156,block
3737,12,1,19,481,16,6,8,0,38,69497,467914,120453,1231,38,3,38,1,14,1,4,27,4.0,1,-0.2003950003609038,0,0.0032604856,0.9967395,0.12809135208576844,0.7361450722517071,monitor
2372,21,1,16,128,16,6,1,0,38,10101,467914,9294,10067,38,1,38,1,18,1,5,27,1.0,1,-0.2133645695018238,0,0.06245795,0.9375421,0.09418038108827247,0.6845335590210008,monitor
6553,18,1,18,121,16,6,2,0,37,38763,467914,24717,18947,37,4,37,3,13,1,5,27,19.0,0,-0.20462495287233978,0,0.040219236,0.95978075,0.11703147836309243,0.7069559524887251,monitor
169699,12,1,22,178,16,6,9,0,12,69497,467914,18179,21830,12,1,12,1,7,1,1,7,348.0,0,-0.1184910112958742,0,0.015037028,0.984963,0.34224216678017433,0.7921467558690132,monitor
147164,15,1,22,245,16,6,4,0,320,56109,467914,18179,42657,320,38,290,29,25,4,28,62,0.0,1,-0.11470998367991503,0,0.006351576,0.9936484,0.3521282560120042,0.8011923756149416,block
93021,3,1,17,153,16,6,0,0,768,65991,467914,26717,11033,768,151,684,72,25,3,37,65,0.0,1,-0.043812809434908395,0,0.0017901106,0.9982099,0.5375000284667594,0.8599969281719858,block
132714,24,1,19,105,16,6,3,0,35,7394,467914,120453,6214,35,17,35,17,3,1,2,3,0.0,1,-0.17708461214534338,0,0.0044087255,0.9955913,0.18904001507752669,0.7536259025144384,monitor
148454,12,1,8,19,16,6,0,0,20,69497,467914,15263,2332,18,2,17,1,13,2,7,13,12.0,0,-0.19076634978269047,0,0.006754868,0.9932451,0.15326696794124267,0.7412516419914121,monitor
51341,1,1,23,134,16,6,2,0,20,19091,467914,4844,43940,20,2,20,5,7,1,2,7,2.0,1,-0.19956795107402225,0,0.00061807217,0.9993819,0.13025380205432233,0.7386434585789432,monitor
12893,26,1,13,121,16,6,1,0,46,3946,467914,110115,18947,45,2,46,2,14,1,1,30,1.0,1,-0.18764594459493256,0,0.021871528,0.9781285,0.16142575630751435,0.7331176659143185,monitor
65269,14,1,13,463,16,6,3,0,18,17431,467914,110115,1923,18,2,18,1,14,1,1,16,0.0,1,-0.21347424061055797,0,0.01223013,0.98776984,0.09389362878778057,0.7196069423770263,monitor
140417,13,1,53,477,16,6,6,0,15,7335,467914,3390,20041,15,1,15,1,10,1,2,15,9.0,0,-0.20438713913074247,0,0.0029865778,0.99701345,0.11765327965860875,0.7332053986658016,monitor
86353,18,3032,607,107,16,6,1,0,59,38763,4083,4375,14818,59,14,8,6,14,2,9,23,16.0,0,-0.123861786705597,0,0.0005629106,0.9994371,0.3281994328100422,0.7980657716154735,monitor
92227,11,1,13,481,16,6,6,0,19,4909,467914,110115,1231,19,1,19,1,14,1,1,17,4.0,1,-0.19553093836397428,0,0.017063,0.982937,0.14080920443041453,0.7302986342462996,monitor
174279,3,1,19,173,16,6,3,0,13,65991,467914,120453,2309,13,2,13,1,9,1,1,12,8.0,0,-0.2125524599140451,0,0.32229036,0.67770964,0.09630376887230174,0.5032878660914544,monitor
86767,6,1,14,125,16,6,7,0,891,10944,467914,7316,7820,891,30,788,17,27,5,42,72,0.0,1,-0.04952574511031027,0,0.019144114,0.9808559,0.5225626628616156,0.8433679342573495,block
26961,15,1,23,245,16,6,5,0,31,56109,467914,4844,42657,31,4,31,2,18,1,6,27,0.0,1,-0.2124188259769596,0,0.022400795,0.9775992,0.09665317574276511,0.7133153892729699,monitor
24843,12,1,25,178,16,6,5,0,25,69497,467914,11933,21830,25,4,25,4,6,1,3,6,0.0,1,-0.23735179399583645,0,0.0022096406,0.99779034,0.031462023578580675,0.7078918546207239,monitor
92583,3,1,18,137,16,6,6,0,7,65991,467914,24717,5890,7,1,7,1,4,1,5,5,0.0,1,-0.22079179459299447,0,0.06764593,0.9323541,0.0747607371570095,0.6750760740447469,monitor
209640,9,1,41,442,16,6,3,0,25,59537,467914,6222,10237,25,4,25,1,14,1,3,18,38.0,0,-0.21716030141035575,0,0.010759222,0.98924077,0.08425584517918167,0.7177452775329415,monitor
146561,3,1,13,280,16,6,7,0,5,65991,467914,110115,22283,5,1,5,1,3,1,1,4,5.0,1,-0.2013822807037292,0,0.26562974,0.73437023,0.12550995291142583,0.5517121122505335,monitor
60069,12,1,32,245,16,6,1,0,49,69497,467914,3875,42657,49,5,49,7,12,1,5,25,4.0,1,-0.1856908814031603,0,0.0012490323,0.998751,0.16653757540297565,0.7490869797703983,monitor
178522,26,1,19,121,16,6,9,0,8,3946,467914,120453,18947,8,1,8,2,7,1,1,7,4.0,1,-0.18585916829727867,0,0.034197703,0.9658023,0.16609756294583852,0.725890899132775,monitor
108913,1,1,20,135,16,6,5,0,423,19091,467914,11883,7919,419,15,391,9,25,3,27,70,1.0,1,-0.11936599950181803,0,0.0063366783,0.9936633,0.33995437299515985,0.797550641522724,monitor
3938,21,1,19,128,16,6,2,0,7,10101,467914,120453,10067,7,1,7,1,3,1,1,3,15.0,0,-0.19094902954029558,0,0.013108262,0.98689175,0.15278932308699447,0.7366610075698666,monitor
60314,2,1,30,237,16,6,3,0,30,53879,467914,2720,3587,30,9,25,1,9,2,8,15,122.0,0,-0.16771559213955806,0,0.0017586296,0.99824136,0.21353678611433297,0.7628300091848248,monitor
119929,8,1,13,145,16,6,2,0,12,32361,467914,110115,31640,12,3,11,3,8,2,6,8,0.0,1,-0.20744633572420645,0,0.17719376,0.82280624,0.10965453075419937,0.6088606908531519,monitor
67754,3,1,10,153,16,6,0,0,125,65991,467914,14836,11033,125,29,98,7,15,4,16,33,0.0,1,-0.16361913527142607,0,0.004924959,0.99507505,0.2242476145573095,0.7638267993971001,monitor
116055,3,1,13,466,16,6,1,0,64,65991,467914,110115,1137,64,13,63,2,18,2,5,34,1.0,1,-0.19481263213669553,0,0.0034933663,0.99650663,0.1426873286283663,0.7403608465110257,monitor
13104,2,1,10,237,16,6,7,0,81,53879,467914,14836,3587,81,10,77,1,11,2,8,21,101.0,0,-0.16299174620755635,0,0.00309148,0.99690855,0.22588802158377783,0.765602388320989,monitor
71907,12,1,6,326,16,6,6,0,19,69497,467914,12778,2124,19,2,19,1,12,1,3,12,0.0,1,-0.23149730227866172,0,0.004038718,0.9959613,0.0467695096383766,0.7112037330642424,monitor
84101,3,1,8,137,16,6,6,0,9,65991,467914,15263,5890,9,4,9,4,5,1,2,6,59.0,0,-0.20829524555382067,0,0.0045521124,0.9954479,0.10743492297087597,0.7290440006606415,monitor
40506,1,1,19,153,16,6,0,0,1,19091,467914,120453,11033,1,1,1,1,1,1,1,1,-1.0,0,-0.16039244844630385,0,0.005960334,0.99403965,0.232684292920008,0.7656330104254409,monitor
105560,15,2,1,140,16,6,2,0,1651,56109,26018,5347,14757,1651,195,77,53,32,4,39,79,1.0,1,0.016263991232649988,1,0.00082280487,0.9991772,0.6945802385280323,0.9077980999550161,block
108881,9,2,19,215,16,6,3,0,383,59537,26018,120453,13005,378,37,41,9,25,3,36,64,0.0,1,-0.07950521234168739,0,0.017844267,0.98215574,0.4441766476626947,0.8207619946001695,block
78600,15,1,3,245,16,6,2,0,23,56109,467914,7303,42657,23,6,21,5,10,2,6,17,0.0,1,-0.21520032285213236,0,0.004433801,0.9955662,0.08938051627052312,0.7237104695021286,monitor
71686,25,1,19,259,16,6,5,0,25,7340,467914,120453,24335,25,2,25,2,13,1,3,20,0.0,1,-0.21661649439234898,0,0.18918136,0.8108187,0.08567771384848691,0.5932763846806691,monitor
8569,12,1,19,328,16,6,6,0,14,69497,467914,120453,4172,14,1,14,1,11,1,1,12,4.0,1,-0.21573553041722593,0,0.009992807,0.9900072,0.08798113221849124,0.7193993650523577,monitor
102516,14,1,13,134,16,6,5,0,9,17431,467914,110115,43940,9,1,9,1,7,1,4,7,1.0,1,-0.2007914926758897,0,0.14133282,0.8586672,0.1270546607933958,0.6391834048260009,monitor
108272,21,1,19,128,16,6,9,0,1,10101,467914,120453,10067,1,1,1,1,1,1,1,1,-1.0,0,-0.15902829236574167,0,0.048594166,0.9514058,0.2362510927713653,0.7368594219743234,monitor
7815,3,1,19,173,16,6,3,0,16,65991,467914,120453,2309,16,2,16,1,12,1,1,13,4.0,1,-0.21583326377289752,0,0.035663903,0.9643361,0.08772559304416273,0.70135291617924,monitor
164074,11,1,19,325,16,6,9,0,16,4909,467914,120453,573,16,1,16,1,12,1,1,14,4.0,1,-0.1795549595166645,0,0.20390552,0.7960945,0.18258090474376054,0.6120403875654011,monitor
42103,3,1,18,280,16,6,6,0,62,65991,467914,24717,22283,62,14,50,7,11,2,10,24,19.0,0,-0.18919833719702184,0,0.014626188,0.9853738,0.1573667825718269,0.7369716734129055,monitor
201182,18,1,37,134,16,6,9,0,1315,38763,467914,6729,43940,1314,108,1223,122,32,6,41,83,1.0,1,0.025160178636400077,1,0.0036447397,0.99635524,0.7178407146285868,0.9128008852526812,block
110079,11,1,19,319,16,6,6,0,21,4909,467914,120453,1124,21,1,21,1,11,1,3,13,3.0,1,-0.20271783736138538,0,0.24945483,0.75054514,0.12201793073311017,0.5619869443139272,monitor
26391,15,1,19,245,16,6,9,0,15,56109,467914,120453,42657,15,5,15,10,3,1,1,2,0.0,1,-0.18188969361569768,0,0.019686282,0.9803137,0.17647637656252885,0.7391624859896937,monitor
77085,11,1,8,319,16,6,3,0,88,4909,467914,15263,1124,88,1,77,1,15,3,18,34,6.0,0,-0.1456598881178644,0,0.111613855,0.88838613,0.27120488065798515,0.7032317435095293,monitor
18451,8,1,46,259,16,6,1,0,134,32361,467914,875,24335,134,3,128,38,12,2,5,18,0.0,1,-0.1563362257848417,0,0.010555075,0.9894449,0.24328992272448985,0.7655984327347054,monitor
205668,6,1,17,459,16,6,8,0,12,10944,467914,26717,10801,12,1,12,2,7,1,4,6,0.0,1,-0.21699082134753828,0,0.05839565,0.9416044,0.0846989773628657,0.684532756296323,monitor
114220,19,0,50,347,16,6,7,0,629,1275,1417,62,1702,629,2,4,2,29,4,40,72,7.0,0,0.017795653816432222,1,0.33645588,0.6635441,0.6985850103822271,0.6740563800372755,monitor
56619,2,1,15,477,16,6,6,0,21,53879,467914,11772,20041,21,16,21,16,3,1,2,3,20.0,0,-0.1824735737186301,0,0.0011476005,0.9988524,0.17494973053277865,0.7516815558366219,monitor
13974,15,1,17,245,16,6,1,0,7,56109,467914,26717,42657,7,2,7,2,3,1,2,3,39.0,0,-0.16995484337228545,0,0.007075246,0.99292475,0.20768191285030568,0.757351892790486,monitor
123623,3,1,53,280,16,6,0,0,79,65991,467914,3390,22283,79,6,68,4,15,2,18,31,4.0,1,-0.1812387834258209,0,0.004875966,0.99512404,0.17817828325896987,0.7500403322829888,monitor
1881,9,1,19,442,16,6,9,0,26,59537,467914,120453,10237,26,3,17,1,11,2,6,21,1.0,1,-0.21218711706742527,0,0.023555882,0.9764441,0.09725901499815635,0.7126886040432091,monitor
16453,3,1,8,489,16,6,9,0,67,65991,467914,15263,3755,67,9,60,1,19,3,7,32,12.0,0,-0.15837998528152264,0,0.0035940122,0.99640596,0.23794619324012792,0.768867993599785,monitor
107330,12,1,17,19,16,6,1,0,24,69497,467914,26717,2332,24,2,24,1,10,1,1,20,18.0,0,-0.19824732367527037,0,0.019507438,0.9804926,0.13370678934564856,0.7264568391833027,monitor
61846,18,1,15,121,16,6,1,0,16,38763,467914,11772,18947,16,4,16,4,6,1,2,6,0.0,1,-0.23165682475163463,0,0.0031640518,0.99683595,0.046352413133808425,0.7116908630240049,monitor
46776,12,1,10,328,16,6,3,0,3,69497,467914,14836,4172,3,1,3,1,3,1,2,3,0.0,1,-0.2200602366900392,0,0.005163183,0.9948368,0.07667350993770536,0.7193877942151373,monitor
46449,18,1,1,121,16,6,1,0,18,38763,467914,5347,18947,18,2,18,2,8,1,6,9,-1.0,0,-0.20716446737961963,0,0.011132518,0.98886746,0.11039151971308762,0.7253246731304179,monitor
86926,12,1,19,328,16,6,8,0,31,69497,467914,120453,4172,31,5,31,1,14,1,6,20,4.0,1,-0.21188790099834243,0,0.048170593,0.95182943,0.09804136230132461,0.695692976336424,monitor
125204,9,1,17,244,16,6,3,0,32,59537,467914,26717,2155,32,3,32,1,14,1,7,25,48.0,0,-0.19955267091477247,0,0.10046461,0.8995354,0.13029375442525512,0.6687629186173104,monitor
67836,8,1,6,145,16,6,2,0,10,32361,467914,12778,31640,10,3,10,3,7,1,1,7,0.0,1,-0.22110211772318916,0,0.058196716,0.9418033,0.07394934870196189,0.6814471041482473,monitor
136441,9,1,19,134,16,6,5,0,15,59537,467914,120453,43940,15,7,15,2,4,1,3,7,0.0,1,-0.2179519458447277,0,0.13864651,0.8613535,0.08218596674585597,0.6276032635497578,monitor
77632,18,1,13,107,16,6,4,0,13,38763,467914,110115,14818,13,3,13,1,5,1,2,7,112.0,0,-0.19166448725087598,0,0.023362037,0.97663796,0.1509186467823454,0.7289221537499746,monitor
14475,2,1,19,205,16,6,4,0,67,53879,467914,120453,10651,67,20,50,16,14,3,14,31,22.0,0,-0.14773666479768222,0,0.0015192212,0.9984808,0.26577482257414486,0.778668968779232,monitor
37462,3,1,22,135,16,6,4,0,144,65991,467914,18179,7919,144,21,138,6,16,2,15,28,9.0,0,-0.16523953072270076,0,0.014932462,0.98506755,0.22001083671560917,0.7555505513534279,monitor
63,1,1,13,135,16,6,2,0,11,19091,467914,110115,7919,11,1,11,1,8,1,2,9,19.0,0,-0.20870649683569392,0,0.0010026771,0.99899733,0.10635964204667886,0.7312060360008444,monitor
119236,6,1,12,125,16,6,1,0,42,10944,467914,5578,7820,42,3,42,3,10,1,6,22,92.0,0,-0.16060763221000068,0,0.0033807294,0.9966193,0.23212166124808664,0.7672700032419797,monitor
197955,14,1,1,349,16,6,6,0,18,17431,467914,5347,1803,18,2,18,2,10,1,2,13,1.0,1,-0.21869317033857594,0,0.017984997,0.982015,0.08024791914840604,0.7114848495680691,monitor
210014,21,1,19,128,16,6,9,0,4,10101,467914,120453,10067,4,1,4,1,4,1,2,4,6.0,0,-0.18533905695090103,0,0.017025802,0.9829742,0.16745747556828897,0.7383191628174288,monitor
105475,3,1,13,115,16,6,9,0,1547,65991,467914,110115,5251,1547,227,1420,23,31,5,41,80,0.0,1,0.01615501130813546,1,0.008452954,0.99154705,0.6942952934369991,0.9023715038140282,block
29658,2,1,4,452,16,6,7,0,13,53879,467914,1361,3861,13,2,13,1,8,1,2,12,1.0,1,-0.23123626357482707,0,0.0019043919,0.99809563,0.04745203623727739,0.7129025410698526,monitor
110414,15,1,37,140,16,6,0,0,73,56109,467914,6729,14757,73,9,73,5,17,1,10,33,4.0,1,-0.2020911905396951,0,0.004832351,0.9951677,0.1236563970510826,0.7337142839987476,monitor
110141,15,1,19,153,16,6,5,0,15,56109,467914,120453,11033,15,2,15,3,11,1,3,13,1.0,1,-0.2393452064812217,0,0.16051169,0.8394883,0.02624993424519895,0.5955168154862672,monitor
103805,18,1,25,107,16,6,9,0,4,38763,467914,11933,14818,4,4,4,4,1,1,1,1,18.0,0,-0.17889065844335572,0,0.01597601,0.984024,0.18431782400343777,0.7441121330134093,monitor
91734,2,1,19,205,16,6,2,0,153,53879,467914,120453,10651,153,74,132,70,16,2,12,36,1.0,1,-0.12571651600280098,0,0.0025471637,0.99745286,0.3233499524053887,0.7952219604568767,monitor
111182,15,1,27,3,16,6,8,0,124,56109,467914,4273,2921,124,49,95,31,15,3,24,24,3.0,1,-0.1347787538669436,0,0.005311994,0.99468803,0.29965531135414786,0.7861782053256474,monitor
125222,18,1,19,121,16,6,4,0,344,38763,467914,120453,18947,342,23,305,15,25,3,39,62,1.0,1,-0.12595508969731,0,0.0082763005,0.9917237,0.3227261640938915,0.7910244446490049,monitor
93523,12,1,20,245,16,6,2,0,94,69497,467914,11883,42657,94,14,85,11,21,4,16,45,0.0,1,-0.14547774572982264,0,0.0031251693,0.9968748,0.271681120475298,0.7793167145491141,monitor
178964,9,1,6,442,16,6,0,0,50,59537,467914,12778,10237,50,10,50,5,6,1,3,11,0.0,1,-0.21796715880824513,0,0.007008695,0.9929913,0.08214619006869578,0.7197377867882174,monitor
67535,9,1,19,134,16,6,4,0,88,59537,467914,120453,43940,88,12,74,10,15,2,18,23,2.0,1,-0.18275106729902085,0,0.019078482,0.9809215,0.17422418008045618,0.7389122849994787,monitor
70564,14,1,25,123,16,6,1,0,10,17431,467914,11933,2003,10,1,10,1,8,1,3,9,40.0,0,-0.19907789745656607,0,0.013593788,0.9864062,0.13153512403412063,0.7299448821694953,monitor
2600,9,1,22,215,16,6,2,0,103,59537,467914,18179,13005,102,17,91,5,14,2,17,35,6.0,0,-0.17480467140571337,0,0.14675212,0.8532479,0.195001277433858,0.6557739118060546,monitor
140941,3,1,13,280,16,6,5,0,11,65991,467914,110115,22283,11,2,11,3,4,1,2,5,0.0,1,-0.2316708527133196,0,0.037873995,0.962126,0.046315734829642366,0.6873829201597387,monitor
7944,3,1,19,280,16,6,5,0,32,65991,467914,120453,22283,32,5,31,2,13,2,5,19,0.0,1,-0.22527193026305875,0,0.01928444,0.9807156,0.06304672035956176,0.7054149230521434,monitor
46689,3,1,27,115,16,6,6,0,14,65991,467914,4273,5251,14,5,14,1,7,1,2,10,0.0,1,-0.23086192867567062,0,0.0022456623,0.99775434,0.04843079349364561,0.7129572728305034,monitor
89562,64,1,23,459,16,6,2,0,87,6423,467914,4844,10801,87,1,79,3,14,2,15,26,7.0,0,-0.1750920475768974,0,0.013587887,0.9864121,0.1942498873991925,0.7487634238995062,monitor
112995,12,1,3,259,16,6,1,0,25,69497,467914,7303,24335,25,8,25,9,8,1,3,9,20.0,0,-0.19769286902211114,0,0.0024701874,0.9975298,0.1351564979256651,0.7388178067118365,monitor
123994,14,1,20,463,16,6,0,0,550,17431,467914,11883,1923,550,36,523,8,24,3,27,69,1.0,1,-0.0948392609434563,0,0.009566797,0.9904332,0.4040833745740644,0.8145282397968409,block
93054,215,3032,607,347,16,6,0,0,736,99,4083,4375,1702,736,12,14,14,30,4,36,68,0.0,1,0.007447542725101064,1,0.0015695841,0.99843043,0.6715282522675852,0.9003597713422018,block
